id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
9ed23bf6-436c-4fde-af69-7a5dbed2036b,Carlos Eduardo Santos,1962-01-09,894.544.788-04,80590-201,Rocha do Oeste,RJ,Brasil,M,+55 (031) 8193-6034,89454478804@exemplo.com.br,2024-10-26
4200c7c8-2441-4d77-ab79-a1b7c3ef72ac,Kamilly Casa Grande,1956-05-18,588.894.923-52,40156-533,Pinto das Flores,RR,Brasil,M,+55 (031) 0447 3141,58889492352@exemplo.com.br,2023-09-18
6e405b28-8a77-432a-b137-8c33146a399e,Vitor Hugo Marques,1980-03-25,223.561.501-23,93180-175,Alves,AP,Brasil,F,+55 (051) 2366 2762,22356150123@exemplo.com.br,2024-01-09
a62bbcae-7f1e-455e-a48b-6615b1582ec7,Henry Gabriel da Rocha,1965-12-03,334.915.226-76,99209-480,da Cruz,PE,Brasil,M,(021) 5422 0323,33491522676@exemplo.com.br,2024-04-05
76f7ccd3-800d-44ea-87e3-22585cd89743,Dra. Elisa da Conceição,1950-08-13,672.820.284-76,22524973,Novais,AM,Brasil,F,0900 729 2973,67282028476@exemplo.com.br,2025-03-05
8e7cdfa2-9f65-4602-8d12-6f61cd991055,Leonardo Câmara,1971-08-13,028.503.718-54,76437158,Casa Grande Verde,MS,Brasil,F,31 4477 2413,02850371854@exemplo.com.br,2024-02-15
672d5ce7-03c7-4f94-9781-c255b7e9aaed,Ana Sophia da Paz,1981-06-13,472.817.005-46,42862-384,Azevedo do Oeste,DF,Brasil,M,0500-082-5908,47281700546@exemplo.com.br,2025-05-08
b193a14e-43f2-4674-8946-29bf9c597468,João Guilherme da Cruz,1972-06-27,549.947.732-75,67354-281,Machado,TO,Brasil,F,0300-565-4152,54994773275@exemplo.com.br,2025-03-06
3e75a83a-a9ba-4ac6-ab34-a85fc051b875,Sabrina Nunes,2003-11-02,883.476.366-37,31225193,Moura do Galho,TO,Brasil,F,+55 11 3989 2317,88347636637@exemplo.com.br,2024-12-14
815467c7-93b1-47d1-98fd-0e2aa32cbff5,João Lucas Câmara,1971-08-02,429.496.077-38,65008-362,da Conceição,MT,Brasil,M,+55 41 5983 4701,42949607738@exemplo.com.br,2023-09-27
0e948fd1-a943-466f-8cb9-070232ac138b,Vicente Barros,2004-10-05,067.779.898-90,05528884,Cavalcante,DF,Brasil,F,(051) 0141-9200,06777989890@exemplo.com.br,2024-06-27
8ad75c21-b572-44ee-8524-8700b2b40e73,Benjamin da Mota,1971-02-23,719.237.755-21,26329-088,Ferreira da Serra,PB,Brasil,M,+55 (041) 1887-2329,71923775521@exemplo.com.br,2024-06-18
146b4757-ea27-4901-9626-62f37b348987,Melina da Mata,1939-06-02,508.402.370-66,27765-476,Santos da Praia,ES,Brasil,F,81 8106 9649,50840237066@exemplo.com.br,2025-01-10
df9a24b3-e7c8-468f-8f24-aab3ece3cb38,Bento Pacheco,2002-10-24,011.499.937-84,39319402,Mendes Alegre,AP,Brasil,M,(021) 2686-1354,01149993784@exemplo.com.br,2024-09-11
f7322d81-95a9-431d-9ae4-205b3e1db3a6,Samuel Cardoso,1982-07-01,398.904.815-86,79096291,Marques das Pedras,SP,Brasil,F,+55 (084) 9618 0057,39890481586@exemplo.com.br,2024-12-19
bd689f03-6f28-4e41-97ff-62d5dec5a99e,Ravy Vargas,1935-02-06,174.492.385-40,26153897,da Rosa,DF,Brasil,F,0300-693-3048,17449238540@exemplo.com.br,2024-02-15
572307a7-bdb6-4e84-9535-45641f7bd393,Diogo Pires,1976-05-12,078.918.208-22,15364530,Pereira Alegre,SP,Brasil,M,(071) 5440 0631,07891820822@exemplo.com.br,2023-10-06
2dd89379-32be-4bde-9fc9-5991522e597b,Dra. Ana Vitória Nascimento,1954-05-12,793.543.476-35,38608674,da Cruz,MG,Brasil,F,+55 (081) 1648 1322,79354347635@exemplo.com.br,2024-09-24
1872bcc2-4ebd-4070-aac2-0c1c7715bb04,Henry Aragão,1948-11-04,648.403.801-00,19458522,Fonseca,AL,Brasil,F,+55 71 2322-8828,64840380100@exemplo.com.br,2024-03-12
be9f9f38-608d-45c5-8c1b-9192f84958d2,Rafael Vargas,1994-12-13,312.998.913-81,24162-916,Garcia da Praia,SP,Brasil,F,84 9699-4829,31299891381@exemplo.com.br,2025-03-18
b6e2ddd6-6e93-4824-af45-338a2f0faad1,Sabrina Leão,1948-06-26,482.296.491-83,19572-260,da Cunha do Oeste,RO,Brasil,F,+55 (031) 7037 1618,48229649183@exemplo.com.br,2025-06-06
84f6e417-b512-425b-9a4e-52cc39e1bd36,Enzo Souza,1997-11-26,481.274.794-49,06500944,Pastor,AM,Brasil,M,+55 21 7948-3737,48127479449@exemplo.com.br,2024-01-18
de740d67-c972-447a-af07-3d4265768ba5,Bernardo Sá,1988-11-02,820.122.988-70,27746-710,Alves,GO,Brasil,F,+55 (061) 2489 6744,82012298870@exemplo.com.br,2025-02-26
f2a6dfb7-4c12-47ae-9ed7-19a2e4d9daae,Fernanda da Cruz,2003-03-05,557.315.028-17,85883012,Macedo,AP,Brasil,M,+55 (061) 1177-7719,55731502817@exemplo.com.br,2024-06-08
c85fdb98-0212-47f7-8e74-60d14259ff2d,Beatriz Ribeiro,1972-08-31,903.377.719-50,63427-428,Pastor,RS,Brasil,M,84 9257 8172,90337771950@exemplo.com.br,2023-11-19
18bf08d7-32ab-4e84-b120-ec6712ac023d,João Vitor Costa,1982-01-02,614.276.364-15,73371850,Montenegro das Pedras,PE,Brasil,M,+55 (031) 4561-6230,61427636415@exemplo.com.br,2024-01-18
9ba126ed-bbe1-4cd5-933c-84eda2b91d9d,Bianca Cirino,1988-04-02,236.013.575-26,25704962,Castro,BA,Brasil,F,21 2219 5472,23601357526@exemplo.com.br,2023-10-13
e762e476-16da-4e8b-85a1-592206e41882,Emanuella Fonseca,1945-05-13,048.833.118-25,25125-751,Moreira de Rodrigues,RN,Brasil,M,0300-737-9623,04883311825@exemplo.com.br,2025-08-05
81c800bc-f5f8-4934-8630-c571164a2801,Maria Laura das Neves,1997-01-03,239.030.053-23,54987523,Brito das Flores,DF,Brasil,M,+55 71 1048 7473,23903005323@exemplo.com.br,2024-03-13
30f988c7-a3d2-4982-a576-a00f3abedcff,Ian da Rocha,2006-03-06,107.114.745-24,37790902,Pastor,RJ,Brasil,F,51 1062 9818,10711474524@exemplo.com.br,2025-04-16
9854e0cb-9c6a-4eb0-9495-7fc5946e5fe2,Dra. Rebeca da Cunha,1935-09-06,067.475.040-81,50097-108,Vargas,RO,Brasil,F,+55 61 9393 5768,06747504081@exemplo.com.br,2023-09-17
409eb017-a003-4113-83ca-7ca15062e7b5,Francisco da Luz,1972-05-23,181.191.205-66,22522760,Correia da Prata,AM,Brasil,F,+55 (081) 7696 7577,18119120566@exemplo.com.br,2025-04-13
6ac92589-807c-4c98-8c1d-63ba53f06638,Ana Vitória Gomes,1987-01-23,294.826.722-37,68135-975,Ramos,PB,Brasil,M,+55 84 8544 3844,29482672237@exemplo.com.br,2024-04-14
0e3ce006-4191-432c-aa73-68e2b0c74710,Luan Leão,1979-05-29,184.214.831-94,00587-441,Silva,AC,Brasil,M,+55 (081) 2838-0204,18421483194@exemplo.com.br,2023-12-18
26539625-da10-49bd-a9e5-96af2ace61ab,Fernanda Sales,1968-09-15,265.651.918-39,74288252,Cardoso,MS,Brasil,M,0900 700 5227,26565191839@exemplo.com.br,2024-09-16
6000944d-795b-4d10-8338-0d612d2c025f,Alexandre da Cunha,1951-04-26,973.444.386-66,43240-121,Jesus,SE,Brasil,F,+55 81 4766 6479,97344438666@exemplo.com.br,2023-10-02
e1fbee77-e264-4efb-a99f-92f7c1d0b0d1,Olívia da Paz,1955-03-21,403.584.505-83,17098-148,Vieira,MA,Brasil,M,21 0674-6144,40358450583@exemplo.com.br,2025-05-15
e7e2d2e4-5558-4a92-8a15-3e5cef5890d1,Léo Lima,1987-10-24,676.467.562-89,67417805,Novais da Prata,DF,Brasil,M,+55 81 6742-9749,67646756289@exemplo.com.br,2025-01-08
d5c9b8d5-6d18-4bbc-802e-1dd56cebcff5,Otto Mendonça,1997-02-18,313.568.644-03,92592034,Borges,AL,Brasil,F,(061) 3266 2526,31356864403@exemplo.com.br,2024-06-30
4593ce76-1c2e-448a-9fe3-43651c0d3d29,Dr. André Pereira,1977-05-01,971.299.529-57,44505-102,Vieira Paulista,PE,Brasil,F,51 9008 1069,97129952957@exemplo.com.br,2023-11-25
237cb46f-ab63-4bfe-a681-0dbbb63844a3,Isabela Guerra,1995-03-04,358.743.644-00,54289-506,Rezende,MS,Brasil,F,+55 31 2114-7212,35874364400@exemplo.com.br,2024-06-09
9eb7434c-ad97-40a4-bff0-77fde7759559,Léo Guerra,1988-11-08,072.562.920-66,18355710,Barros,RO,Brasil,F,+55 81 2882 7555,07256292066@exemplo.com.br,2025-07-12
65fd9dce-6ec3-4824-b94f-778e4773f167,Luiza da Paz,1948-07-20,494.396.496-05,09921521,Garcia,CE,Brasil,M,0900 192 3004,49439649605@exemplo.com.br,2024-12-15
62afc194-5dd6-400e-b581-7abe79d94cb3,Gabriela Nogueira,1988-07-03,448.672.454-83,10990-789,Ramos Verde,DF,Brasil,F,(084) 6770 8047,44867245483@exemplo.com.br,2024-07-12
45ec6545-765e-4ede-ba07-87b92af67aeb,Davi Cardoso,1958-02-16,626.117.664-16,99345-313,Borges,RJ,Brasil,M,(081) 1517 3031,62611766416@exemplo.com.br,2024-04-23
41294d40-b39f-4388-890b-e22eefaf424d,João Guilherme da Conceição,1996-02-07,269.760.747-79,38980588,Caldeira da Mata,RJ,Brasil,F,+55 (031) 4200 7827,26976074779@exemplo.com.br,2025-04-10
0a8154ef-51a2-4bb8-a747-7f5723a7b5c3,Maria Alice Gonçalves,1953-06-04,838.563.402-30,67810764,Novais da Mata,RO,Brasil,M,+55 (011) 7031 4044,83856340230@exemplo.com.br,2025-08-21
92985751-7cc0-4845-814b-b58d73ff778d,Rafaela Rocha,1956-04-18,854.866.478-24,49401491,Peixoto,BA,Brasil,F,0900-165-5625,85486647824@exemplo.com.br,2024-09-06
770606ea-eedf-43e7-bcd9-05a24f3d8e63,Dra. Lívia Sá,1973-08-27,959.995.145-75,94335-989,Sá,PR,Brasil,F,+55 (081) 7820 5998,95999514575@exemplo.com.br,2024-12-13
4b433ecd-9599-4af1-8abe-c8a0c95eac88,Bianca Cavalcante,1999-03-29,910.338.773-52,76225-438,Vargas,AM,Brasil,M,(061) 7393 5473,91033877352@exemplo.com.br,2023-10-23
f521224c-34d1-4052-a9f6-a8ca9ba6cc05,João Lucas Cirino,1986-11-13,261.522.881-30,97153798,Sales,PB,Brasil,M,+55 71 5470-5816,26152288130@exemplo.com.br,2023-09-08
efe39d2c-999b-4923-a6ef-4a5069345b1d,Srta. Brenda da Cruz,1952-02-20,358.687.290-05,91012-282,Aparecida,RO,Brasil,M,+55 (071) 8601-6155,35868729005@exemplo.com.br,2024-11-18
90f0ad24-a0eb-465b-a4f9-c3136cc47fb9,Luana Ribeiro,1960-03-19,080.850.828-15,11104-577,Pastor de Minas,RN,Brasil,F,+55 21 1347-3884,08085082815@exemplo.com.br,2024-01-23
6c661eb1-c007-46de-807c-298718ee5312,Dra. Alícia Nogueira,1965-07-20,635.302.403-00,50655-740,Pastor,PB,Brasil,F,+55 31 8696-2951,63530240300@exemplo.com.br,2024-03-31
b7573323-7f80-4d28-b9f2-92aece18bf2f,Pedro Henrique Pereira,1973-12-16,825.166.084-87,83711-157,Gonçalves,ES,Brasil,F,0900-421-4994,82516608487@exemplo.com.br,2024-05-01
c6d26fe8-231e-4ce7-a812-e654f8811d0c,João Guilherme Nogueira,1997-01-19,283.238.131-60,58246745,Rocha de da Cruz,AC,Brasil,F,+55 (084) 6093 6848,28323813160@exemplo.com.br,2024-05-17
3fb2213d-f91f-4a03-bd01-9b73db6c985a,Davi Miguel Siqueira,1949-02-09,027.382.216-23,38988-642,Santos de Cirino,PA,Brasil,M,(061) 5020-3491,02738221623@exemplo.com.br,2025-07-06
f138fd63-f7ab-499f-ac21-7cc338287cc6,Otávio Moraes,2003-02-02,191.015.536-79,52938-217,Souza Verde,DF,Brasil,F,+55 71 3146 7792,19101553679@exemplo.com.br,2024-11-03
54a3ac34-8235-4773-9a2c-1bb3fad9b15f,Gustavo da Rosa,1987-09-26,684.893.264-82,07245-560,Pires do Sul,CE,Brasil,F,+55 71 4731-6420,68489326482@exemplo.com.br,2024-07-13
75ebc32b-ed9d-4bf0-998f-a78c2d3a5d38,Augusto da Mota,1992-12-11,095.810.985-24,58216986,Moraes do Norte,BA,Brasil,F,0900 887 9538,09581098524@exemplo.com.br,2025-02-23
c7f0cfef-3700-4c09-afdc-118fc2a3091c,João Gabriel Gonçalves,1990-09-29,494.766.372-93,61745-808,Ferreira do Sul,AP,Brasil,M,11 9397 3316,49476637293@exemplo.com.br,2024-02-19
7faf2282-f4f6-4a92-bc5a-57586fd8458d,Sr. Cauã Cunha,1934-09-23,994.223.067-07,82834-371,Abreu dos Dourados,MS,Brasil,F,+55 (051) 5595 1948,99422306707@exemplo.com.br,2025-05-10
7025f67f-3912-4b78-b9df-1ac5699bd776,Otto Araújo,1987-01-30,168.974.292-68,78927-354,Siqueira,AM,Brasil,F,+55 (041) 8433-9338,16897429268@exemplo.com.br,2024-01-15
cb6b445e-e369-40fd-b551-80be068af4be,Alice Vargas,1975-11-13,154.213.549-42,37814-608,Borges Grande,AP,Brasil,F,31 6601 7699,15421354942@exemplo.com.br,2024-09-25
066d31a6-6f3b-4d4a-9fca-432afd1868c8,Sr. João Lucas Brito,1938-12-08,732.681.046-40,25613-259,Fernandes da Mata,CE,Brasil,M,21 2695 5926,73268104640@exemplo.com.br,2024-01-20
d4438b46-f94d-4a1b-82c3-a8b5aae4c9ad,Luiza Vieira,1984-01-15,034.154.797-50,29523894,Borges,SP,Brasil,F,81 4717 0410,03415479750@exemplo.com.br,2023-09-11
9b2613a0-522b-4ebe-94b8-0157576bd52b,Leonardo Freitas,1990-02-01,387.647.327-66,88729-624,da Paz,PR,Brasil,M,81 6817-9693,38764732766@exemplo.com.br,2025-03-17
28cb9ca8-d5ae-4246-969e-c40e65e8a43e,Leandro Azevedo,1985-07-18,381.891.997-64,32849-807,Siqueira de Minas,RJ,Brasil,M,(071) 4466 9030,38189199764@exemplo.com.br,2025-03-21
5603d3f6-9ac2-45f4-8ba3-6fe1d24a2702,Sabrina Jesus,1955-02-04,547.104.661-14,33163-382,Borges Alegre,MS,Brasil,M,+55 84 4036-3243,54710466114@exemplo.com.br,2024-12-23
7f7f8012-f937-4584-9721-ec12298ad1a7,Antony Lopes,1951-09-29,303.750.922-19,10391-615,Caldeira,AM,Brasil,F,(031) 9483-3709,30375092219@exemplo.com.br,2025-06-18
e356fc20-1518-472f-a0e3-163fb57dc1b9,Sr. Marcelo Lima,1990-03-05,050.033.726-13,24832-008,Moraes de da Paz,BA,Brasil,M,+55 61 1959 2819,05003372613@exemplo.com.br,2024-01-15
0c298f88-13b9-45e2-a889-56ae6f292e79,Alexia Nogueira,1974-08-20,762.961.843-42,54127-378,Novais,MT,Brasil,M,(081) 3087-0143,76296184342@exemplo.com.br,2024-12-20
42caa512-35f9-42c1-8038-82d1c7805485,Emanuella Andrade,1981-11-30,066.091.905-80,20882188,Ribeiro dos Dourados,MA,Brasil,M,31 2090-2942,06609190580@exemplo.com.br,2025-06-13
ce98268c-6af7-4ea9-b1dd-7d9daf59cc5b,Beatriz Nunes,2001-09-10,433.486.925-50,13055-541,Ferreira,AP,Brasil,M,+55 (061) 6823-7915,43348692550@exemplo.com.br,2024-05-07
e7e33e12-03b9-4df0-8194-d8bb2b2eb3a6,Igor Rocha,1944-09-20,301.003.479-09,46900137,Ramos da Serra,SC,Brasil,M,21 4992 3009,30100347909@exemplo.com.br,2024-03-08
84cb264e-aa9e-482f-9df5-22e7660810f2,Enzo da Cunha,1949-09-13,546.029.111-75,48024-330,Almeida,GO,Brasil,F,84 9127 8621,54602911175@exemplo.com.br,2024-07-10
360b77e3-b15c-489b-a052-1aacab2632ef,Eloá Garcia,1998-05-26,366.092.643-67,16287-754,Barbosa,AM,Brasil,F,81 4536 3459,36609264367@exemplo.com.br,2024-06-18
46bf2288-21d1-4e6c-b12e-88f9ba1c8199,Stella da Rocha,1974-12-14,221.993.881-88,89196-687,Cassiano,MS,Brasil,F,(071) 4289-6202,22199388188@exemplo.com.br,2024-05-25
0d55df7e-d251-45d0-b69b-638c942fb840,Maya da Cruz,2005-12-06,719.071.797-67,32872-907,Almeida do Oeste,MA,Brasil,M,+55 (021) 6961 1365,71907179767@exemplo.com.br,2024-07-16
ebbb7a48-55a1-4bc5-909f-f189bc5b548a,Ana Beatriz Andrade,1976-03-25,461.224.140-60,86426758,da Costa,RJ,Brasil,F,(011) 9716 6165,46122414060@exemplo.com.br,2024-02-25
29951c01-7464-46ed-8330-857a5b814d28,Dr. Vinícius Ferreira,1979-07-15,456.163.455-65,07747360,Ribeiro,AC,Brasil,M,+55 31 6107 3319,45616345565@exemplo.com.br,2023-12-31
34102560-18b2-498a-bca7-23b84ca62788,Francisco Freitas,1951-10-22,651.169.381-31,35431-475,Martins dos Dourados,AC,Brasil,M,61 8826 0600,65116938131@exemplo.com.br,2024-04-13
ab4e225a-5de6-40b2-9fac-f08ef71a8ce5,João Pinto,1958-05-26,928.010.837-34,41939341,Almeida,RN,Brasil,F,+55 84 8108 2672,92801083734@exemplo.com.br,2024-07-25
1d84c117-1f38-4618-b689-d66bef96fb01,Cecília Marques,1946-03-20,019.655.613-50,10801236,Freitas,TO,Brasil,F,(041) 5928-8797,01965561350@exemplo.com.br,2025-06-20
08c7f1ae-cd6f-445f-bf16-c19969203b28,Sr. Thiago Santos,1992-04-23,712.643.947-18,63726-560,Albuquerque de Goiás,AM,Brasil,M,0500-228-5362,71264394718@exemplo.com.br,2025-05-20
347c06d7-b371-4d42-a201-7785f67019bd,Luiza Aparecida,1991-02-27,728.253.396-10,27829-465,Pimenta Grande,PB,Brasil,M,+55 (081) 7717 6083,72825339610@exemplo.com.br,2023-11-30
a15f18f6-ebde-41f1-8d5d-f0565191f7bf,Ryan Monteiro,1953-01-08,937.529.707-30,57334-458,Sá,MT,Brasil,F,51 8707 6115,93752970730@exemplo.com.br,2025-07-18
6c6ea808-223e-4ef3-a383-18a1c24b25bf,Heloísa da Mata,1984-01-21,245.690.820-39,65471-502,Cavalcanti,BA,Brasil,F,(084) 3126 0883,24569082039@exemplo.com.br,2024-02-02
9d07c007-8fec-4d7e-ba6f-bcb4230cb3a7,Gael Guerra,1979-02-20,819.256.673-16,18970-662,Porto,TO,Brasil,F,+55 (031) 4821-3939,81925667316@exemplo.com.br,2024-12-30
1155a2e5-042c-43bf-837b-08075b420782,Augusto das Neves,1939-06-02,455.866.311-42,65424-422,Vargas da Mata,BA,Brasil,M,0300 146 4520,45586631142@exemplo.com.br,2024-05-29
6c361b12-d838-48de-b580-fe77f83fe00d,Erick Sampaio,1998-12-07,241.123.031-92,08935-402,Sales do Norte,CE,Brasil,M,+55 (031) 1536-1915,24112303192@exemplo.com.br,2024-09-02
c0a42509-07fb-429e-aed4-b10fc8791c20,Ryan Novaes,1940-01-22,607.497.133-17,96590-637,Jesus das Pedras,DF,Brasil,M,51 4651 4310,60749713317@exemplo.com.br,2025-04-07
b02824c5-6404-4522-8540-2f71e6a0d2f3,Júlia Sampaio,2005-02-25,048.043.255-53,56515-634,Vieira,MT,Brasil,F,+55 (084) 5913 4781,04804325553@exemplo.com.br,2023-09-02
00690121-c439-43bc-9fa8-092d568f987c,Melina Cardoso,2006-06-15,618.836.846-04,01032-306,Rocha,RR,Brasil,M,+55 (081) 8675 2774,61883684604@exemplo.com.br,2023-09-26
a8c1dd97-54c3-4015-a83d-2c5fabe7a1e2,Bruno Cavalcante,1965-04-04,047.243.448-89,50254-722,Guerra do Oeste,CE,Brasil,M,+55 81 9714-4730,04724344889@exemplo.com.br,2024-03-19
f9a45e8b-e7b0-4e68-bf14-cd3d7cb79cff,Maysa Araújo,1962-12-09,365.474.045-11,81823251,Montenegro,MA,Brasil,M,21 1374-8658,36547404511@exemplo.com.br,2024-05-08
dcb39868-1460-487f-a873-a9674ab90c71,Diego Correia,1974-10-12,384.421.696-28,97527876,da Mata,SP,Brasil,F,(071) 4404-0266,38442169628@exemplo.com.br,2025-04-01
8cfc4f3e-41ad-455e-a37a-4f325cb9137f,Gustavo Aparecida,1964-04-12,133.988.712-96,25840820,Camargo,PR,Brasil,F,(011) 3334 3244,13398871296@exemplo.com.br,2024-10-18
3dedadaa-4393-42df-8008-09bfafbc6247,Lavínia da Paz,1987-02-11,480.830.222-39,86200-356,Caldeira,PR,Brasil,M,+55 71 2872-3086,48083022239@exemplo.com.br,2025-02-04
7ba3a016-5ed7-4338-8ccf-e1ca96fa09c4,José Miguel Vieira,1963-09-11,930.269.549-10,82695916,Marques,RO,Brasil,F,31 7335-3837,93026954910@exemplo.com.br,2024-01-28
ba1f196e-8824-4e77-963d-ca7cf341408f,Olívia Souza,1938-10-22,379.783.877-19,85132967,Nascimento,PE,Brasil,M,0800 726 0871,37978387719@exemplo.com.br,2023-10-09
9665a46d-f2ac-422c-b78d-4f6800c52c3c,Luan Moreira,1954-01-21,499.618.432-35,38005017,das Neves Grande,PR,Brasil,F,+55 61 0494 6247,49961843235@exemplo.com.br,2025-08-15
6af6cb71-ef65-47d8-8c94-65b1e775ce1a,Igor Aragão,1956-05-27,332.216.002-51,27886104,Abreu do Norte,MS,Brasil,F,+55 (011) 3529-9292,33221600251@exemplo.com.br,2024-07-01
7007d823-09ee-4638-a6e6-dad675117f7d,Maria Liz Albuquerque,1968-02-28,019.626.809-12,81799205,Cirino,AL,Brasil,F,71 5620 6729,01962680912@exemplo.com.br,2025-08-01
cd165054-2cb4-4005-9460-882fce8eb7b4,Miguel Rezende,1944-01-22,339.677.625-99,00005461,Porto de Borges,SE,Brasil,F,(041) 4789 7301,33967762599@exemplo.com.br,2025-05-05
81e281af-0038-4801-aacc-41da7cdb828e,Agatha Farias,1941-03-18,306.331.496-55,17445531,Fogaça,SC,Brasil,F,71 8107 9740,30633149655@exemplo.com.br,2024-10-27
ad0ba0c4-0cd2-4ab9-ac55-0754af11e772,Sr. João Miguel Câmara,1959-05-15,792.572.254-25,18087252,Nunes,RN,Brasil,M,+55 (031) 0070-2836,79257225425@exemplo.com.br,2024-04-24
878e8ca2-134f-4684-b2a0-327c93784436,Amanda Fonseca,1951-02-17,086.969.026-01,59709035,Machado da Praia,SE,Brasil,F,+55 81 6709-3270,08696902601@exemplo.com.br,2024-08-06
1b52c668-717a-42ba-a81b-568994f05a0b,João Vitor Novais,1942-07-11,868.437.377-26,70471-122,da Rosa Grande,PE,Brasil,F,+55 21 0179-8534,86843737726@exemplo.com.br,2024-05-30
ba1ed9ae-7793-43b3-a6e9-3efb3175ec10,Samuel Azevedo,1960-03-21,727.714.481-51,21018-316,Souza do Norte,PE,Brasil,F,(081) 7365-7673,72771448151@exemplo.com.br,2024-05-01
a5897d35-ed74-47ca-908e-fdd62468cea5,Maria Cecília Moreira,1945-04-06,873.741.383-43,03525589,Câmara,AL,Brasil,M,0500 326 9881,87374138343@exemplo.com.br,2023-11-29
f7dfd267-7fdb-4046-b4e8-6c191044698f,Sr. Vitor Duarte,1996-10-14,880.086.971-66,54673-813,Azevedo,SC,Brasil,F,61 2643 4405,88008697166@exemplo.com.br,2025-01-02
c4350feb-8334-4729-8c41-a4f597801abd,Dra. Isabela Ribeiro,1966-11-17,725.674.133-04,79216-249,Vargas,AM,Brasil,M,21 7834 2908,72567413304@exemplo.com.br,2024-11-27
d8a19df5-5194-4bf2-8592-40f9e929daf0,Gabrielly Azevedo,1938-11-11,717.429.111-83,14982104,Porto,DF,Brasil,M,+55 51 5641 6305,71742911183@exemplo.com.br,2024-02-02
36461d02-bc8c-4d5c-9ed3-1fd125fe419a,João Pedro Cunha,1956-04-29,874.460.949-78,72951640,Azevedo,TO,Brasil,F,(021) 5240-8956,87446094978@exemplo.com.br,2025-07-26
d5fda9d2-f5b9-4696-8c56-721cf50573f1,Laís Rios,1973-01-22,876.927.561-65,06020096,Sá Alegre,AC,Brasil,M,71 2429 7035,87692756165@exemplo.com.br,2024-11-12
65dd18af-1f02-4de3-9886-554441f14a80,Emanuelly Sales,1997-12-25,997.781.261-76,11026565,Nascimento do Oeste,AP,Brasil,M,+55 (071) 7137-8829,99778126176@exemplo.com.br,2024-03-16
9c71ede8-e8c8-4675-a840-0d22431a7a4e,Camila Pinto,1935-09-02,958.745.133-39,56047315,Ribeiro,PI,Brasil,F,+55 81 5422-6193,95874513339@exemplo.com.br,2025-05-11
3d52bbd0-f806-47bf-8ffb-3709d9253c7b,Beatriz Lopes,2002-03-01,101.361.273-49,20539-276,das Neves,RN,Brasil,M,(041) 5185 2096,10136127349@exemplo.com.br,2023-08-28
6624cebf-56f4-496a-8262-c235c92a2b30,Benicio Cardoso,1951-06-23,151.614.615-02,77821-255,Marques,SC,Brasil,M,84 5533-6082,15161461502@exemplo.com.br,2024-05-17
078adff1-293a-4649-9a21-792ffac504a8,Sarah Lopes,1969-03-29,381.812.327-94,35708-276,Brito,ES,Brasil,F,11 5195-5959,38181232794@exemplo.com.br,2025-01-03
db47454f-f9a0-421a-b4bb-c4bc486bf1e0,Dr. Pedro Lucas Cassiano,1946-11-08,132.882.679-10,44527-193,Viana das Flores,MA,Brasil,M,61 7590-5277,13288267910@exemplo.com.br,2024-09-15
64630f5e-a028-4f6c-b868-98a663b2899c,Sra. Ana Lívia Vargas,1989-05-24,163.422.044-46,94354-723,Sales do Oeste,AP,Brasil,F,+55 81 4718-3558,16342204446@exemplo.com.br,2024-06-06
d88e2265-1e34-4b75-978e-7bc6caf9551b,Sr. Noah Rezende,1997-04-08,637.831.473-13,06147-439,Rios,ES,Brasil,F,+55 84 4185 6201,63783147313@exemplo.com.br,2023-11-22
eb4ecf7c-cbd7-4048-bfd5-ddf8222e2cd0,Allana Lopes,2003-02-18,414.231.710-90,64023-485,Teixeira dos Dourados,MA,Brasil,M,+55 11 9015 1041,41423171090@exemplo.com.br,2025-03-05
751e3f48-09b5-4f70-9d4d-e7306492b97a,José Pedro Cavalcante,1961-06-04,991.631.500-00,80043844,Barros,SE,Brasil,F,+55 (061) 0598-8231,99163150000@exemplo.com.br,2024-06-14
9e198a25-8c8d-47cd-941a-442272add05f,Maysa Barbosa,1966-01-19,905.597.992-79,18993806,Brito do Campo,SC,Brasil,F,+55 (041) 3671-6559,90559799279@exemplo.com.br,2024-12-12
fb85b4a0-e4ca-49f8-959c-b5e40d414d80,Theo Nunes,1970-06-23,961.893.595-60,91440-089,das Neves,AP,Brasil,M,61 8954-7647,96189359560@exemplo.com.br,2024-08-17
49ad861e-09b2-45f3-bd38-b8dfe8513961,Ana Luiza Carvalho,1947-07-02,437.713.795-53,63238727,Souza,MT,Brasil,F,+55 51 3835 8781,43771379553@exemplo.com.br,2024-03-09
84131850-10c4-47a7-bda3-e8af4c239a84,Juan Teixeira,1958-01-07,907.148.713-31,56205198,Jesus Verde,RR,Brasil,M,+55 11 0510-0144,90714871331@exemplo.com.br,2024-09-09
4fcae442-dc74-4ad7-9629-025e903dd868,Paulo Vieira,1983-11-28,879.881.391-44,66878908,Siqueira,PA,Brasil,M,+55 21 8465 9411,87988139144@exemplo.com.br,2024-02-25
e7780971-bf64-42cb-955b-c4b787f8ce0d,Maria Alice Cirino,2000-09-20,847.455.791-62,61697050,Vieira dos Dourados,PR,Brasil,F,+55 (061) 5247 5813,84745579162@exemplo.com.br,2024-06-06
